order_date,customer_id,revenue,quantity
2020-04-21 14:51:52.004000,18022,4.99,1
2020-04-20 22:20:00.004000,13796,21.25,1
2020-04-20 22:20:00.004000,13796,4.99,1
2020-04-17 17:57:23.996000,16896,12.99,1
2020-04-17 17:57:23.996000,16896,4.99,1
2020-04-06 13:31:26.003000,6594,12.75,1
2020-04-06 13:31:26.003000,6594,12.75,1
2020-04-06 13:31:26.003000,6594,12.75,1
2020-04-06 09:51:19.002000,557,12.75,1
2020-04-06 09:51:19.002000,557,12.75,1
2020-04-02 08:39:12.004000,17092,21.25,1
2020-04-02 08:39:12.004000,17092,9.99,1
2020-03-30 18:21:40,10908,12.75,1
2020-03-30 18:21:40,10908,12.75,1
2020-03-29 19:20:46.003000,32164,21.25,1
2020-03-23 09:47:19,19973,21.25,1
2020-03-23 09:47:19,19973,9.99,1
2020-01-31 19:39:45.999000,18597,12.99,1
2020-01-31 19:39:45.999000,18597,9.99,1
2020-01-29 14:58:14.998000,23801,12.99,1
2020-01-14 09:54:21.004000,670,14.99,1
2020-01-14 09:54:21.004000,670,9.99,1
2020-01-14 09:42:55.999000,670,14.99,1
2020-01-14 09:42:55.999000,670,9.99,1
2020-01-14 03:40:46.001000,670,14.99,1
2020-01-14 03:40:46.001000,670,9.99,1
2020-01-14 01:05:23.001000,670,14.99,1
2020-01-14 01:05:23.001000,670,9.99,1
2020-01-13 17:29:56.996000,16932,21.25,1
2020-01-13 17:29:56.996000,16932,9.99,1
2020-01-13 14:49:43,557,10,1
2020-01-13 14:49:43,557,9.99,1
2020-01-09 20:13:26.999000,22575,3.99,1
2020-01-08 10:08:45.997000,8789,12,1
2020-01-08 10:08:45.997000,8789,9.99,1
2020-01-07 16:28:26.999000,557,10,1
2020-01-07 16:28:26.999000,557,9.99,1
2019-12-31 15:36:52.998000,557,10,1
2019-12-31 15:36:52.998000,557,9.99,1
2019-12-31 15:18:27,3905,9.99,1
2019-12-31 15:18:27,3905,6.99,1
2019-12-25 14:25:58.999000,16354,7.99,1
2019-12-25 14:25:58.999000,16354,9.99,1
2019-12-23 19:05:58.001000,30809,12.75,1
2019-12-22 09:42:39.997000,15946,21.25,1
2019-12-22 09:42:39.997000,15946,9.99,1
2019-12-05 14:25:06.001000,28642,21.25,1
2019-12-02 19:07:47.997000,29247,21.25,1
2019-11-21 16:04:15.997000,557,25,1
2019-11-19 17:59:06,30924,10,1
2019-10-31 21:23:56.003000,1054,7,1
2019-10-30 19:30:40.003000,23323,9,1
2019-10-11 17:36:22.997000,21018,12.99,1
2019-10-08 23:30:04.997000,21018,10.99,1
2019-10-01 18:07:02.997000,1054,7.99,1
2019-09-30 20:39:36.999000,1054,7.99,1
2019-09-30 20:23:15.003000,1054,7.99,1
2019-08-31 03:14:49.004000,1054,9,1
2019-08-31 02:42:23,1054,9,1
2019-08-29 15:05:59.001000,29401,10.99,1
2019-07-12 16:59:00.001000,15115,12.75,1
2019-04-17 23:26:13.004000,22491,21.25,1
2019-03-28 20:33:48.997000,22373,25,1
2019-03-13 17:06:33.998000,15115,9.99,1
2019-03-13 15:14:30.998000,28296,9.99,1
2019-03-06 16:14:09.004000,27258,3.99,1
2019-02-24 21:51:35.004000,30588,11.99,1
2019-02-03 16:24:06.002000,1054,12.75,1
2019-01-01 00:07:44.996000,26557,8.5,1
2020-05-11 20:36:30.004000,1586,17,1
2020-05-11 20:36:30.004000,1586,4.99,1
2020-05-11 20:36:30.004000,1586,25.99,1
2020-05-30 15:07:06.997000,1027,12.75,1
2020-05-30 15:07:06.997000,1027,4.99,1
2020-06-15 14:54:33.002000,2103,12.75,1
2020-06-15 14:54:33.002000,2103,4.99,3
2020-06-15 14:54:33.002000,2103,12.75,1
2020-06-15 14:54:33.002000,2103,12.75,1
2020-06-18 17:41:19.997000,21827,21.25,1
2020-06-21 12:11:38,5560,12.99,1
2020-06-21 12:11:38,5560,8.44,1
2020-06-21 12:11:38,5560,8.44,1
2020-06-29 20:30:42.002000,13656,21.25,1
2020-06-29 20:30:42.002000,13656,4.99,1
2020-06-30 14:24:16.001000,15690,219,1
2020-06-30 14:24:16.001000,15690,4.99,1
2020-07-01 09:59:02.996000,2103,3.99,1
2020-07-01 15:01:44,8751,269,1
2020-07-01 15:01:44,8751,4.99,1
2020-07-18 06:49:15.001000,14067,21.25,1
2020-07-18 06:49:15.001000,14067,4.99,1
2020-07-26 21:46:50.998000,25693,3.99,1
2020-07-30 17:57:04.997000,14209,21.25,1
2020-07-30 17:57:04.997000,14209,4.99,1
2020-08-04 16:30:23,20173,25,1
2020-08-04 16:30:23,20173,4.99,1
2020-08-08 10:19:37.998000,6410,20,1
2020-08-08 10:19:37.998000,6410,4.99,1
2020-08-08 10:19:37.998000,6410,25.99,1
2020-08-12 08:48:54.003000,11592,21.25,1
2020-08-12 08:48:54.003000,11592,4.99,1
2020-08-28 15:28:03.003000,9798,12.75,1
2020-08-28 15:28:03.003000,9798,4.99,1
2020-10-01 18:51:03.001000,9053,12.75,1
2020-10-01 18:51:03.001000,9053,12.75,1
2020-10-20 16:21:04,17503,21.25,1
2020-10-20 16:21:04,17503,9.99,1
2020-11-01 16:27:39.997000,5905,3.99,1
2020-11-01 16:27:39.997000,5905,9.99,1
2020-11-02 11:03:59.999000,5905,3.99,1
2020-11-02 22:52:38.001000,1027,39.99,1
2020-11-02 22:52:38.001000,1027,0,1
2020-11-02 22:52:38.001000,1027,0,1
2020-11-02 22:52:38.001000,1027,0,1
2020-11-02 22:52:38.001000,1027,0,1
11/30/2020 19:45,24,10.99,10
11/30/2020 19:45,24,9.99,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,8,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 19:45,24,0,1
11/30/2020 17:23,24,9.99,1
11/30/2020 17:23,24,10.99,4
11/30/2020 17:23,24,8,1
11/30/2020 17:23,24,9.99,1
11/30/2020 17:23,24,8,1
11/30/2020 16:27,24,9.99,1
11/30/2020 16:27,24,10.99,2
11/30/2020 16:27,24,8,1
11/30/2020 16:07,856,49.99,1
11/30/2020 16:07,856,0,1
11/30/2020 16:07,856,0,1
11/30/2020 16:07,856,0,1
11/30/2020 16:07,856,0,1
11/30/2020 16:07,856,20.99,1
11/30/2020 16:07,856,10.99,6
11/30/2020 15:01,18982,9.99,1
11/30/2020 15:01,18982,8,1
11/27/2020 13:12,22953,21.25,1
11/26/2020 23:09,22285,12.5,1
11/26/2020 17:29,30446,10,1
11/23/2020 10:57,2469,39.99,1
11/23/2020 10:57,2469,0,1
11/23/2020 10:57,2469,0,1
11/23/2020 10:57,2469,0,1
11/23/2020 10:57,2469,0,1
11/12/2020 18:21,31127,9.99,1
12/4/2020 20:59,24,9.99,1
12/4/2020 20:59,24,10.99,6
12/4/2020 20:59,24,8,1
12/4/2020 20:59,24,9.99,1
12/4/2020 20:59,24,8,1
12/4/2020 20:59,24,9.99,1
12/4/2020 20:59,24,8,1
12/29/2020 20:37,4235,9.99,1
12/29/2020 20:37,4235,10.99,1
12/21/2020 20:45,2374,21.25,1
12/21/2020 20:45,2374,21.25,1
12/21/2020 20:45,2374,21.25,1
12/21/2020 20:45,2374,21.25,1
12/21/2020 20:45,2374,20.99,1
12/20/2020 18:23,12184,25,1
12/20/2020 18:23,12184,10.99,1
12/17/2020 8:05,5683,21.25,1
12/17/2020 8:05,5683,10.99,2
12/17/2020 8:05,5683,21.25,1
28/12/2020,7161,10.63,1
07/12/2020,25981,7.5,1
24/11/2020,27921,10.8,1
23/11/2020,6065,11.67,1
23/11/2020,6065,9.99,2
23/11/2020,6065,11.67,1
31/10/2020,19999,8.33,1
31/10/2020,19999,9.99,1
22/10/2020,25847,8.33,1
28/09/2020,7161,9.99,1
28/09/2020,7161,10.83,1
18/09/2020,32032,12.5,1
16/06/2020,950,1.66,2
01/06/2020,950,21.67,1
01/06/2020,25035,10.7,1
01/06/2020,8980,16.05,1
01/06/2020,8980,9.99,1
27/05/2020,11794,14.16,1
27/05/2020,11794,0,1
20/05/2020,950,1.66,1
12/05/2020,950,1.66,2
09/05/2020,10650,10.63,1
09/05/2020,10650,9.99,1
01/05/2020,23667,14.99,1
29/04/2020,25440,13.38,1
22/04/2020,7531,16.05,1
22/04/2020,7531,9.99,2
22/04/2020,7531,16.66,1
14/04/2020,24268,13.33,1
12/04/2020,31301,15.95,1
08/04/2020,21937,1.66,1
11/01/2020,19942,13.29,1
21/01/2020 14:33,5348,35.5,1
29/03/2020 12:02,23756,1.99,1
20/04/2020 15:22,5348,1.99,1
20/04/2020 15:22,5348,5.99,1
30/04/2020 12:49,11770,9.99,1
30/04/2020 12:49,11770,5.99,1
11/06/2020 22:22,6523,10.99,1
11/06/2020 22:22,6523,5.99,1
11/06/2020 22:22,6523,19.99,1
20/07/2020 12:46,950,1.99,1
21/08/2020 19:10,7789,10.99,1
21/08/2020 19:10,7789,10.99,1
21/08/2020 19:10,7789,19.99,1
30/10/2020 18:53,2901,7.75,1
30/10/2020 18:53,2901,5.99,4
30/10/2020 18:53,2901,7.75,1
30/10/2020 18:53,2901,4.5,1
30/10/2020 18:53,2901,7.75,1
18/11/2020 10:44,29335,1.99,1
02/12/2020 11:40,28294,1.99,1
2020-10-08 13:03,17865,15,1
2020-10-08 13:03,17865,29,1
2020-11-30 07:40,6542,22.5,1
2020-11-30 07:40,6542,4.99,1
2020-11-30 07:40,6542,20,1
2020-12-03 19:57,28284,10,1
2020-12-20 14:30,16388,14,1
2020-12-20 14:28,16388,14,1
2020-11-12 18:47,25037,14,1
2020-10-14 18:20,10817,22,1
2020-10-14 18:20,10817,10.99,1
2020-10-02 02:03,21678,14.33,1
2020-09-17 13:26,8223,7.49,1
2020-09-17 13:26,8223,7.49,1
2020-08-30 22:12,26006,0,1
2020-08-21 10:40,9744,14,1
2020-08-21 10:40,9744,7.49,1
2020-08-03 15:41,29955,14,1
2020-06-30 18:00,29935,10.99,1
2020-06-21 18:50,26076,14,1
2020-06-13 14:36,9348,25,1
2020-06-13 14:36,9348,7.49,1
2020-06-12 15:34,28099,22,1
2020-06-10 16:20,20474,14,1
2020-06-10 16:20,20474,7.49,1
2020-06-07 15:43,30333,9.99,1
2020-06-07 11:20,9700,18,1
2020-06-07 11:20,9700,7.49,1
2020-06-02 17:13,11774,9.99,1
2020-06-02 17:13,11774,7.49,1
2020-05-25 16:20,27934,11.99,1
2020-05-24 14:51,13943,7.99,1
2020-05-15 21:45,13943,9.99,1
2020-05-05 15:17,17963,10.99,1
2020-05-05 15:17,17963,10.99,1
2020-04-29 22:32,16917,9.99,1
2020-04-29 22:32,16917,7.49,1
2020-04-29 13:59,10910,9.99,1
2020-04-29 13:59,10910,7.49,1
2020-04-29 08:33,9952,14,1
2020-04-29 08:33,9952,7.49,1
2020-04-24 13:53,5984,9.99,1
2020-04-24 13:53,5984,7.49,2
2020-04-24 13:53,5984,9.99,1
2020-04-17 20:45,17066,18,1
2020-04-17 20:45,17066,7.49,1
2020-04-15 15:05,28150,9.99,1
2020-04-13 08:04,29651,9.99,1
2020-04-09 17:49,28209,18,1
2020-03-27 17:48,17812,18,1
2020-03-27 17:48,17812,7.49,1
2020-03-25 06:26,19501,14,1
2020-03-25 06:26,19501,7.49,1
2020-01-31 04:00,21563,0,1
2020-01-16 15:26,22362,10.99,1
2020-12-30 13:33,13535,2.36,1
2020-12-30 13:33,13535,5.99,1
2020-11-23 18:40,26372,8.99,1
2020-11-20 15:04,17542,8.99,1
2020-11-20 15:04,17542,4.99,1
2020-11-16 15:18,16067,7,1
2020-11-16 15:18,16067,4.99,1
2020-10-20 13:11,26056,9.99,1
2020-09-24 17:25,18002,10.99,1
2020-09-24 17:25,18002,4.99,1
2020-09-07 09:42,5519,29.99,1
2020-09-07 09:28,5519,29.99,1
2020-09-07 09:28,5519,4.99,1
2020-08-29 16:10,1722,29.99,1
2020-08-29 16:10,1722,0,1
2020-08-29 16:10,1722,0,1
2020-08-29 16:10,1722,0,1
2020-08-29 16:10,1722,0,1
2020-07-30 12:03,2405,9.5,1
2020-07-30 12:03,2405,4.99,4
2020-07-30 12:03,2405,9.5,1
2020-07-30 12:03,2405,9.5,1
2020-07-30 12:03,2405,9.5,1
2020-07-15 12:48,19094,3.99,1
2020-07-15 12:24,19094,3.99,1
2020-07-04 16:35,5890,21,1
2020-07-04 16:35,5890,4.99,2
2020-07-04 16:35,5890,21,1
2020-07-03 11:36,13872,12.25,1
2020-07-03 11:36,13872,4.99,1
2020-07-01 16:16,3489,9.99,1
2020-07-01 16:16,3489,4.99,1
2020-06-30 22:48,1722,12.25,1
2020-06-28 12:43,25016,3.99,1
2020-06-19 06:50,3489,9.99,1
2020-06-19 06:41,3489,9.99,1
2020-06-18 11:59,13655,12.25,1
2020-06-18 11:59,13655,4.99,1
2020-05-19 11:21,4178,10.99,1
2020-05-19 11:21,4178,4.99,3
2020-05-19 11:21,4178,10.99,1
2020-05-19 11:21,4178,10.99,1
2020-05-14 12:22,950,4.99,1
2020-05-14 12:22,950,12.99,1
2020-04-11 10:23,3905,9.99,1
2020-04-11 10:23,3905,4.99,1
2020-01-31 14:49,26694,12.99,1
2020-05-11 20:17:46,3583,3.99,1
2020-05-11 20:17:46,3583,4.99,1
2020-05-02 15:00:09.003000,5601,21.25,1
2020-05-02 15:00:09.003000,5601,4.99,2
2020-05-02 15:00:09.003000,5601,21.25,1
2020-05-01 19:54:00.003000,25,16.99,1
2020-04-28 15:54:40.997000,25,5.07,1
2020-04-28 15:54:40.997000,25,4.99,1
2020-04-25 00:47:25.999000,25,12.75,1
2020-04-25 00:47:25.999000,25,4.99,1
2020-04-24 15:39:11.998000,7532,12.75,1
2020-04-24 15:39:11.998000,7532,4.99,1
2020-04-21 15:18:52.004000,25,15.99,1
2020-04-13 12:44:33,7532,3.99,1
2020-04-13 09:48:34.004000,14641,19.99,1
2020-04-13 09:48:34.004000,14641,0,1
2020-03-30 15:10:29.001000,25,12.75,1
2020-03-30 15:10:29.001000,25,9.99,1
2020-03-27 20:09:25.001000,25,12.75,1
2020-03-27 20:09:25.001000,25,9.99,1
2020-03-23 16:39:36.003000,25,15.99,1
2020-03-23 16:39:36.003000,25,9.99,1
2020-03-13 21:40:43.997000,25,12.75,1
2020-03-13 21:40:43.997000,25,9.99,1
2020-03-06 20:14:57.002000,25,17,1
2020-03-06 20:14:57.002000,25,9.99,1
2020-03-06 18:01:46.004000,25,17,1
2020-03-06 18:01:46.004000,25,9.99,1
2020-02-29 17:18:45.003000,25,9.99,1
2020-02-29 17:18:45.003000,25,12.75,1
2020-02-14 14:51:09.996000,25,12.75,1
2020-02-14 14:51:09.996000,25,9.99,1
2020-02-03 10:49:57.003000,10426,14.99,1
2020-02-03 10:49:57.003000,10426,9.99,1
2020-01-27 21:30:48.001000,26105,8.5,1
2019-11-27 16:57:08.001000,16911,14.99,1
2019-11-27 16:57:08.001000,16911,9.99,1
2019-08-19 16:56:07.996000,32466,21.25,1
2019-07-29 14:50:42.003000,29295,10,1
2019-03-07 17:23:49.001000,8094,14.99,1
2019-02-09 21:07:53.999000,30759,12.75,1
2019-01-10 17:38:34.999000,8094,8.5,1
2020-05-11 20:17:46,3583,3.99,1
2020-05-11 20:17:46,3583,4.99,1
2020-05-12 12:26:10,32101,3.99,1
2020-05-12 22:39:55.002000,25,17,1
2020-05-12 22:39:55.002000,25,4.99,1
2020-05-18 17:16:07.003000,25,14.99,1
2020-05-18 17:16:07.003000,25,4.99,1
2020-05-22 16:28:21.003000,25,15.99,1
2020-07-15 20:02:41.997000,16186,21.25,1
2020-07-15 20:02:41.997000,16186,4.99,1
2020-07-22 17:44:54.001000,695,12.75,1
2020-07-22 17:44:54.001000,695,4.99,1
2020-07-24 11:48:42.002000,6181,4.99,1
2020-07-24 11:48:42.002000,6181,12.99,1
2020-07-24 18:46:04.999000,6181,12.99,1
2020-07-30 12:51:47.998000,1435,39.99,1
2020-07-30 12:51:47.998000,1435,4.99,5
2020-07-30 12:51:47.998000,1435,0,1
2020-07-30 12:51:47.998000,1435,0,1
2020-07-30 12:51:47.998000,1435,0,1
2020-07-30 12:51:47.998000,1435,0,1
2020-08-18 15:37:02.001000,24780,3.99,1
2020-08-26 02:11:42.999000,7119,3.99,1
2020-08-26 02:11:42.999000,7119,4.99,1
2020-08-26 02:16:10.001000,7119,3.99,1
2020-08-26 07:24:45.003000,15439,21.25,1
2020-08-26 07:24:45.003000,15439,4.99,1
2020-09-04 16:48:08.001000,2322,21.25,1
2020-09-04 16:48:08.001000,2322,4.99,1
2020-09-04 17:00:26.004000,2322,21.25,1
2020-09-04 17:00:26.004000,2322,4.99,1
2020-09-10 09:36:02.998000,2322,3.99,1
2020-10-19 19:54:18,10998,9.99,1
2020-10-19 19:54:18,10998,12.75,1
2020-10-25 04:05:05.997000,26812,9.99,1
2020-10-28 17:33:05.996000,6550,13.99,1
2020-10-28 17:33:05.996000,6550,19.99,1
2020-10-28 17:44:09.997000,6550,13.99,1
2020-10-31 08:29:18.004000,20662,22.45,1
2020-10-31 08:29:18.004000,20662,9.99,1
11/27/2020 1:11,288,10.99,5
11/27/2020 1:11,288,21.25,1
11/27/2020 1:11,288,0,1
11/27/2020 1:11,288,4.99,1
11/27/2020 1:11,288,0,1
11/27/2020 1:11,288,0,1
11/27/2020 1:11,288,0,1
11/9/2020 19:06,29388,3.99,1
12/25/2020 10:07,288,10.99,2
12/25/2020 10:07,288,17.99,1
12/25/2020 10:07,288,4.99,1
12/25/2020 10:07,288,0,1
26/10/2020,20868,10.6,1
26/10/2020,20868,10.57,1
19/10/2020,30915,10.6,1
19/10/2020,21208,8.33,1
19/10/2020,21208,9.99,1
11/09/2020,24240,9.16,1
23/08/2020,695,9.04,1
23/08/2020,695,8.49,1
23/06/2020,695,10.7,1
23/06/2020,695,9.99,1
12/06/2020,695,8.03,1
12/06/2020,695,9.99,1
06/06/2020,6917,9.99,1
06/06/2020,6917,13.38,1
16/05/2020,14065,10.63,1
09/05/2020,14498,16.05,1
09/05/2020,14498,9.99,1
03/05/2020,14065,8.75,1
14/04/2020,23910,8.03,1
04/04/2020,4611,16.05,1
04/04/2020,4611,9.99,1
04/04/2020,4611,16.05,1
04/04/2020,4611,9.99,1
31/03/2020,6917,13.25,1
26/03/2020,14357,10.63,1
26/03/2020,14357,9.99,1
03/01/2020 12:29,22249,9.57,1
02/03/2020 20:44,24073,1.99,1
31/03/2020 20:26,24053,1.99,1
08/04/2020 17:02,25966,4.99,1
17/04/2020 12:55,21104,10.99,1
17/04/2020 12:55,21104,5.99,1
29/05/2020 21:25,20948,12.99,1
29/05/2020 21:25,20948,12.99,1
09/06/2020 20:51,9195,10.21,1
09/06/2020 20:51,9195,5.99,1
15/07/2020 13:53,32329,1.99,1
17/07/2020 13:35,19596,9.5,1
17/07/2020 13:35,19596,5.99,1
15/09/2020 12:36,8800,12.75,1
15/09/2020 12:36,8800,5.99,1
23/10/2020 14:20,19977,14,1
23/10/2020 14:20,19977,5.99,1
12/12/2020 14:29,19622,1.99,1
12/12/2020 14:31,19622,1.99,1
19/12/2020 22:06,31834,1.99,1
2020-10-15 16:01,31170,15,1
2020-11-19 15:35,22565,35,1
2020-09-24 17:48,12348,14,1
2020-09-24 17:48,12348,7.49,1
2020-08-11 15:21,9740,10.99,1
2020-08-11 15:21,9740,7.49,1
2020-05-26 18:49,23258,7.99,1
2020-05-17 14:48,7007,9.99,1
2020-05-17 14:48,7007,9.99,1
2020-05-16 19:41,7007,14,1
2020-05-13 09:44,9315,9.99,1
2020-05-13 09:44,9315,7.49,1
2020-04-26 10:08,20179,14,1
2020-04-26 10:08,20179,7.49,1
2020-04-21 06:26,8736,9.99,1
2020-04-21 06:26,8736,7.49,1
2020-04-14 12:16,29092,9.99,1
2020-04-07 20:51,14791,14,2
2020-04-07 20:51,14791,7.49,2
2020-02-03 19:05,16615,14,1
2020-02-03 19:05,16615,12.49,1
2020-11-29 17:46,10124,11.99,1
2020-11-29 17:46,10124,5.99,1
2020-08-21 15:10,1896,29.99,1
2020-08-21 15:10,1896,0,1
2020-08-21 15:10,1896,0,1
2020-08-21 15:10,1896,0,1
2020-08-21 15:10,1896,0,1
2020-08-14 08:56,2149,3.99,1
2020-08-14 07:54,2149,3.99,1
2020-08-11 15:36,28832,10.98,1
2020-08-03 13:14,14230,12.25,1
2020-08-03 13:14,14230,4.99,1
2020-05-22 18:14,25970,19.99,1
2020-05-15 09:24,2248,12.25,1
2020-05-15 09:24,2248,4.99,3
2020-05-15 09:24,2248,12.25,1
2020-05-15 09:24,2248,12.25,1
2020-05-15 09:24,2248,14.99,1
2020-03-30 10:30,8177,10.99,1
2020-03-29 14:44,8177,10.99,1
2020-03-28 15:49,2149,4.99,2
2020-03-28 15:49,2149,12.25,1
2020-03-28 15:49,2149,12.25,1
2020-02-28 15:02,13914,6.99,1
2020-02-28 15:02,13914,4.99,1
2020-02-28 14:54,11395,6.99,1
2020-02-28 14:54,11395,4.99,1
2020-02-20 20:43,23384,15,1
2020-02-16 08:38,22980,10.99,1
2020-01-23 10:47,10719,9.99,1
2020-01-18 23:54,10719,9.99,1
2020-05-11 19:36:39.004000,3049,21.25,1
2020-05-11 19:36:39.004000,3049,4.99,1
2020-03-06 15:10:19.998000,23948,17,1
2019-10-10 23:40:05.002000,6462,8.99,1
2019-10-10 23:40:05.002000,6462,8.99,1
2019-10-10 23:40:05.002000,6462,8.99,1
2020-05-11 19:36:39.004000,3049,21.25,1
2020-05-11 19:36:39.004000,3049,4.99,1
2020-08-20 20:28:34,18324,21.25,1
2020-08-20 20:28:34,18324,4.99,1
2020-09-07 08:51:29.998000,11542,17.99,1
2020-09-07 08:51:29.998000,11542,17.99,1
2020-09-22 08:49:17.996000,2667,19.99,1
2020-09-22 08:49:17.996000,2667,4.99,2
2020-09-22 08:49:17.996000,2667,0,1
2020-09-22 08:54:03.997000,2667,21.25,1
2020-09-22 08:54:03.997000,2667,4.99,1
2020-10-03 10:47:56,18083,21.25,1
2020-10-03 10:47:56,18083,9.99,1
2020-10-22 19:04:17,29004,12.75,1
2020-11-03 18:58:27.002000,8348,21.25,1
2020-11-03 18:58:27.002000,8348,9.99,1
12/10/2020 14:19,24876,12.12,1
27/11/2020,1742,10.6,1
27/11/2020,1742,10.7,1
27/11/2020,1742,10.7,1
27/11/2020,1742,10.6,1
27/11/2020,1742,10.5,1
27/11/2020,1742,10.6,1
29/04/2020,19030,16.05,1
29/04/2020,19030,9.99,1
07/04/2020,2956,16.05,1
07/04/2020,2956,9.99,1
04/04/2020,27712,15.95,1
31/03/2020,2956,10.63,1
31/03/2020,2956,9.99,1
27/01/2020,11791,13.25,1
27/01/2020,11791,9.99,1
2020-11-05 09:05,21008,10.99,1
2020-11-05 09:05,21008,10.99,1
2020-10-27 22:50,13434,10.99,1
2020-10-03 22:04,13434,10.99,1
2020-11-29 11:31,21918,10.99,1
2020-10-03 14:30,25829,3.99,1
